Dewpoint,Samples,SamplingDuration,Pressure,Latitude,Longitude
2.2813,29,4.476340694,1696,34,-118.25
1.7132,38,4.40874036,1714,34,-118.24
1.875,44,4.666666667,504,33.99,-118.24
1.6731,41,4.036827195,1803,33.99,-118.24
1.5556,42,4.290322581,2496,33.99,-118.25
2.1793,39,3.932098765,1362,33.99,-118.25
0.8941,27,3.517467249,1457,34,-118.26
1.9208,37,4.150793651,2484,34,-118.26
1.852,40,3.967863894,2311,34,-118.27
1.3403,43,4.2,1213,34,-118.27
1.8917,43,3.51396648,1276,34,-118.27
1.8242,47,4.257990868,1916,33.99,-118.26
1.6901,36,4.344827586,1807,33.99,-118.26
1.9531,30,4.097560976,529,33.99,-118.27
1.4886,35,3.304964539,1153,33.99,-118.27
1.8086,38,3.5,1783,33.99,-118.27
1.8824,46,3.0625,621,34.01,-118.28
2.1382,46,2.935828877,1510,34.02,-118.28
1.1667,40,4.004524887,799,34.01,-118.29
1.9152,48,4.443624868,3298,34.01,-118.3
1.2446,27,4.147727273,1768,34.02,-118.3
1.1563,26,3.592459605,2044,34.02,-118.29
1.6699,42,3.6096823,2327,34.02,-118.3
1.7961,35,4.081850534,818,34.01,-118.3
1.7386,50,4.993174061,912,34.01,-118.31
1.6667,41,5.2039801,727,34.02,-118.31
1.6955,43,4.79787234,1568,34.02,-118.31
2.0417,39,3.78976234,1246,34.01,-118.31
1.6851,46,4.948660714,1227,34.02,-118.31
2.5263,48,5.108433735,1357,34.01,-118.31
1.8214,52,5.736486486,1417,34.01,-118.31
3.0759,52,4.898907104,1303,34.01,-118.31
2.3942,42,4.329787234,511,34.01,-118.29
1.6505,50,3.838765009,2247,34.01,-118.29
1.6875,52,4.5390625,1206,34,-118.3
2.5885,52,4.842639594,1271,34.01,-118.3
2.0625,52,4.323353293,1154,34.01,-118.3
1.7143,34,3.114864865,2450,34.01,-118.28
2.3403,46,3.602620087,1992,34,-118.28
1.4639,6,3.689826303,1509,34,-118.29
1.6036,39,3.251082251,1010,34.01,-118.29
1.0539,30,2.934322034,1730,34.01,-118.29
1.8656,50,3.377922078,3080,34.01,-118.28
1.2065,43,3.008438819,880,34,-118.28
1.2175,52,2.890909091,1118,34.01,-118.28
2.3309,48,2.569148936,775,34.01,-118.28
2.125,38,3.759864713,3612,34,-118.28
2.0938,42,4.036842105,1295,34,-118.28
1.2778,42,3.461538462,890,34,-118.28
1.432,44,4.049155146,2182,34,-118.28
2.1607,48,4.401162791,1353,34,-118.28
2.1354,44,4.613157895,1165,34,-118.29
1.2347,41,3.836518047,1731,34,-118.29
2.7727,52,4.867158672,898,34,-118.29
1.1806,40,4.917391304,859,34,-118.3
1.5179,52,4.02266289,1080,34,-118.3
2.0809,52,5.631004367,1558,34,-118.29
2.0958,52,4.735955056,982,34,-118.3
3.05,52,5.445378151,853,34,-118.3
1.6892,52,5.586956522,939,34,-118.31
2,52,5.506410256,1026,34,-118.3
1.933,52,4.024691358,1413,34,-118.31
2.1116,52,4.419249592,1751,34,-118.31
1.9792,47,4.816770186,1329,34,-118.31
1.6559,48,5.161662818,1363,33.99,-118.31
2.0915,47,4.57957958,982,33.99,-118.31
2.2339,45,4.712025316,791,33.99,-118.31
1.7083,44,6.83935743,789,33.99,-118.31
1.5846,46,4.375838926,1766,33.99,-118.29
1.8317,47,5.061420345,1903,33.99,-118.3
1.9853,47,3.992779783,1903,33.99,-118.3
1.275,46,3.751091703,2446,33.99,-118.28
2.0542,46,4.422535211,2067,33.99,-118.29
2.5848,52,3.899696049,1363,33.99,-118.28
1.7159,49,4.491735537,1861,33.99,-118.28
1.7849,46,4.294326241,1153,33.99,-118.28
2.6667,52,5.342512909,1498,34.01,-118.32
4.2554,50,6.365384615,672,34.02,-118.32
3.3906,48,5.732352941,823,34.02,-118.32
3.1548,50,5.401759531,817,34.01,-118.32
2.4022,47,4.741847826,1079,34.01,-118.32
4.26,46,5.959785523,968,34.02,-118.33
3.7727,47,4.536082474,653,34.01,-118.33
3.5,42,4.911057692,869,34.02,-118.33
2.4934,44,4.754716981,1622,34.01,-118.32
2.0217,43,4.718220339,956,34.01,-118.33
1.9231,44,3.959550562,786,34.01,-118.33
1.9631,44,4.425963489,878,34.01,-118.33
1.95,50,4.814814815,2300,34,-118.32
2.4583,50,4.667377399,1097,34,-118.32
2.2054,47,5.271293375,895,34,-118.33
2.3333,47,4.768786127,416,34,-118.33
0.9304,24,2.834415584,529,34,-118.33
2.5909,43,5.147208122,1074,33.99,-118.32
1.9779,49,4.971731449,889,33.99,-118.32
2.8542,44,5.269230769,1041,33.99,-118.33
3.2083,46,5.531468531,777,33.99,-118.33
4.8125,48,6.764309764,919,33.99,-118.34
2.1875,48,4.5,791,33.99,-118.32
3.7167,43,5.418103448,735,33.99,-118.32
2.8274,43,4.080733945,1598,33.99,-118.33
3.1731,46,3.990163934,662,33.99,-118.34
2.175,47,4.373271889,574,33.98,-118.32
3.2344,40,5.090196078,791,33.98,-118.32
1.9732,47,4.961038961,864,33.98,-118.32
3.0833,46,5.130573248,921,33.98,-118.32
1.8806,28,3.717973231,3121,33.98,-118.33
1.6477,32,3.74789916,1472,33.98,-118.33
1.8472,38,4.248266297,2153,33.98,-118.33
2.9643,48,5.548628429,1170,33.99,-118.34
2.9315,46,5.1352657,1292,33.98,-118.34
4.9531,47,5.884097035,927,33.99,-118.35
3.8235,47,5.896713615,1082,33.98,-118.35
1.675,34,3.280991736,250,33.99,-118.34
2.2396,44,4.670967742,861,33.98,-118.32
3.5114,52,6.372759857,795,33.97,-118.32
1.7067,49,4.304878049,901,33.98,-118.32
1.6531,30,3.700356718,2739,33.98,-118.33
2.5363,44,4.408376963,1423,33.97,-118.33
4.1635,47,4.854111406,922,33.97,-118.33
3.8643,46,4.63490099,1502,34.02,-118.36
6.5044,33,6.767241379,1214,34.01,-118.36
4.4028,33,5.92408377,900,34.02,-118.37
4.3077,31,4.443661972,819,34.02,-118.38
0.8702,11,3.717261905,625,34.02,-118.33
2.5568,35,3.985337243,655,34.01,-118.34
1.7945,37,4.502623295,1941,34.01,-118.34
1.6187,38,3.301994302,1407,34.01,-118.34
4.0357,44,6.232653061,608,34.02,-118.34
1.7622,34,3.843478261,2725,34.02,-118.35
1.5143,34,3.805981036,3538,34.02,-118.35
1.4589,27,3.512552301,2415,34.02,-118.35
3.6629,33,5.383084577,1585,34.01,-118.35
3.5486,35,5.041388518,1583,34.01,-118.35
3.25,28,5.528673835,1162,34,-118.35
1.8818,35,3.659163987,1128,33.99,-118.28
1.4625,37,4.247844828,1673,33.99,-118.28
2.5547,39,4.148305085,857,33.99,-118.29
1.0516,41,4.275675676,1422,33.98,-118.29
1.9375,43,5.239669421,1153,33.99,-118.29
1.1645,44,5.151943463,1159,33.99,-118.3
2.5437,43,4.662613982,1231,33.99,-118.3
1.9556,44,4.975077882,902,33.98,-118.3
1.84,45,3.983606557,1484,33.99,-118.3
5.1136,44,2.883116883,234,33.98,-118.31
2.895,49,3.75877193,694,33.99,-118.31
2,52,5.355685131,1062,33.98,-118.31
3.5982,52,5.447457627,900,33.98,-118.31
1.825,50,4.841463415,1090,33.98,-118.31
2.3977,52,5.323450135,1043,33.98,-118.31
2.2138,49,5.058375635,1052,33.98,-118.32
1.9125,44,4.969230769,1348,33.98,-118.29
3.4444,48,5.040358744,783,33.98,-118.29
2.9432,52,4.949458484,986,33.98,-118.3
1.6611,48,4.975247525,1208,33.98,-118.3
3.0455,48,5.230366492,1176,33.98,-118.3
2.9375,44,4.532846715,811,33.98,-118.3
1.3479,42,3.907586207,2542,33.98,-118.29
1.4042,46,4.401574803,786,33.98,-118.29
1.9564,39,3.945619335,1332,33.98,-118.28
2.2411,47,3.986175115,782,33.98,-118.28
0.9337,45,4.712328767,1382,33.98,-118.28
0.9809,19,3.187725632,726,33.98,-118.28
1.223,30,4.020761246,1207,33.98,-118.29
1.689,31,3.800711744,1091,33.97,-118.28
1.9219,31,3.871401152,2063,33.97,-118.28
1.375,35,4.058098592,1978,33.97,-118.28
1.7734,43,4.523809524,2133,33.97,-118.29
3.375,46,4.6875,1140,33.97,-118.3
2.0673,44,5.336842105,1074,33.97,-118.3
2.6311,42,4.968421053,567,33.97,-118.3
2.1221,50,5.509708738,1000,33.97,-118.3
3.2188,52,5.281456954,823,33.97,-118.31
2.7917,47,5.436842105,1156,33.97,-118.31
3.725,52,5.65625,819,33.97,-118.31
3.0917,48,4.939102564,819,33.97,-118.31
2.7401,41,5.412,751,33.94,-118.31
3.1346,50,5.869426752,892,33.95,-118.3
3.2708,43,5.330409357,1065,33.95,-118.31
4.0043,44,4.930379747,1095,33.95,-118.31
4.8295,44,6.058394161,1305,33.95,-118.31
3.0682,43,5.340101523,1132,33.94,-118.31
1.747,43,4.236,1266,33.96,-118.31
1.528,43,4.651515152,1316,33.96,-118.31
3.4643,46,5.26875,870,33.96,-118.31
4.0625,48,5.961538462,1020,33.96,-118.31
3.5208,48,6.203557312,1319,33.97,-118.29
1.4868,36,4.66576087,902,33.96,-118.29
2.8299,43,4.576309795,1095,33.96,-118.3
2.6518,39,5.296786389,1524,33.96,-118.3
1.2273,41,3.338068182,1241,33.96,-118.28
1.6156,34,4.035019455,1913,33.96,-118.28
1.6652,34,3.875524476,2782,33.97,-118.28
1.3096,31,3.994041708,3707,33.96,-118.29
3.9722,47,5.739130435,1161,33.96,-118.3
3.0625,52,6.108958838,1167,33.96,-118.31
4.4861,47,4.678466077,1077,33.96,-118.31
3.7143,47,4.831325301,1134,33.96,-118.31
1.5521,30,3.850678733,1966,33.99,-118.26
1.625,30,3.674766355,2028,33.98,-118.27
1.5109,38,4.895622896,1098,33.99,-118.28
1.8047,41,3.858823529,730,33.99,-118.27
1.575,43,3.987138264,1100,33.98,-118.28
1.3042,45,3.953379953,1502,33.98,-118.27
1.3801,39,3.61754386,1933,33.98,-118.27
2.125,44,4.294264339,2177,33.98,-118.27
1.2315,43,4.053191489,854,33.98,-118.26
1.7121,46,4.009287926,1120,33.97,-118.26
1.9556,44,4.223728814,1031,33.97,-118.26
1.55,46,4.553892216,1100,33.97,-118.26
1.5962,46,4.344,880,33.97,-118.26
1.64,45,4.224043716,1186,33.97,-118.27
1.5521,40,3.454833597,2464,33.97,-118.28
2.0754,39,4.077777778,2601,33.97,-118.27
1.6027,38,3.645290581,2110,33.97,-118.28
1.0208,38,3.345890411,1073,33.96,-118.27
2.037,42,4.497175141,697,33.96,-118.27
1.9348,37,4.053691275,1640,33.96,-118.28
1.4625,47,4.201117318,1168,33.97,-118.26
1.5303,40,4.94966443,1222,33.96,-118.26
1.5812,39,3.837920489,902,33.96,-118.26
1.5326,52,3.67679558,1144,33.97,-118.26
1.1557,34,4.165242165,1310,33.97,-118.27
0.5495,38,4.249056604,999,33.96,-118.27
1.6467,34,4.078431373,1083,33.96,-118.27
1.2091,39,4.282913165,1154,33.95,-118.27
1.6898,38,3.907042254,1240,33.95,-118.26
1.2969,44,4.398255814,1088,33.95,-118.26
1.7167,39,4.271468144,1256,33.96,-118.26
1.3971,37,4.642857143,1243,33.96,-118.26
1.7656,42,4.144702842,1581,33.96,-118.28
2.1437,40,3.900763359,2150,33.95,-118.28
1.615,42,4.824,1167,33.96,-118.28
1.8472,39,4.666666667,697,33.96,-118.28
1.5313,23,3.305,2048,33.96,-118.28
2.0917,35,4.28440367,1357,33.95,-118.29
1.6029,32,3.466346154,842,33.95,-118.29
1.5294,39,3.651226158,1463,33.96,-118.29
1.9655,40,4.4784689,2357,33.95,-118.29
1.9702,39,4.138686131,1468,33.95,-118.29
2.7917,43,4.765873016,840,33.94,-118.28
2.3352,34,3.457142857,995,33.94,-118.29
1.5,35,4.230612245,1753,33.95,-118.27
1.8814,43,3.866220736,1074,33.95,-118.27
1.5268,30,3.855555556,877,33.94,-118.27
1.5714,38,3.932098765,679,33.94,-118.28
1.4103,41,4.348958333,707,33.95,-118.28
1.8798,40,3.961864407,818,33.95,-118.27
2.3365,34,4.466063348,902,33.95,-118.27
2.2946,34,4.161716172,1027,33.95,-118.27
2.3056,29,4.903726708,1056,33.95,-118.27
1.0375,35,5.146520147,1086,33.95,-118.25
2.25,45,4.556962025,850,33.94,-118.26
1.6389,44,4.438596491,1296,33.95,-118.26
1.5147,44,4.701587302,999,33.95,-118.26
1.6887,44,4.465587045,760,33.94,-118.26
1.6333,37,3.67032967,1092,33.94,-118.25
1.65,41,3.881748072,1408,33.94,-118.26
1.5872,38,4.610526316,1080,33.94,-118.27
2,44,4.760479042,716,33.94,-118.26
1.4917,35,3.84729064,1587,33.93,-118.26
2.6458,41,4.710743802,466,33.93,-118.27
2.0789,34,4.216374269,661,33.94,-118.27
1.6645,37,5.466292135,842,33.94,-118.27
1.8191,36,4.227665706,1247,33.93,-118.27
1.5256,36,4.897777778,702,33.93,-118.26
1.1326,42,4.890784983,775,33.93,-118.26
2.5,42,4.977272727,526,33.93,-118.25
1.7986,40,4.219607843,705,33.92,-118.26
1.7262,36,4.521604938,1147,33.92,-118.27
1.6625,43,3.85,1182,33.94,-118.27
1.449,30,4.872928177,1406,33.94,-118.27
1.1468,39,4.123015873,1901,33.94,-118.27
1.4329,21,3.057761733,1283,33.93,-118.28
1.1051,32,3.901129944,1268,33.94,-118.28
0.8952,9,4,438,33.94,-118.28
3.0788,44,4.594366197,1197,33.94,-118.28
2.5179,42,4.424242424,1503,33.93,-118.28
3.3836,43,5.741477273,1051,33.93,-118.29
2.5398,47,5.416413374,1003,33.94,-118.29
2.0313,41,4.14159292,913,33.93,-118.28
2.875,40,4.468822171,1616,33.92,-118.29
2.2778,41,5.333333333,605,33.93,-118.29
1.2098,38,4.410638298,1657,33.93,-118.27
1.5114,39,4.599277978,975,33.92,-118.28
2.2969,43,3.405063291,295,33.93,-118.28
3.5833,45,4.408333333,448,33.93,-118.28
0.4999,52,2.6,74,33.93,-118.28
2.3333,44,4.689102564,940,33.94,-118.25
1.1434,43,3.332335329,1305,33.94,-118.25
0.8527,43,3.432900433,736,33.94,-118.25
0.6831,37,3.904831625,2865,33.95,-118.23
1.35,40,4.171328671,1210,33.95,-118.24
1.4792,37,4.414965986,653,33.95,-118.24
1.25,36,4.568047337,1938,33.95,-118.24
0.9708,21,4.064516129,1167,33.95,-118.24
1.5427,28,4.487394958,1799,33.95,-118.25
1.6513,37,4.5,390,33.95,-118.24
1.1384,25,3.472727273,801,33.95,-118.25
0.9889,40,3.611111111,1068,33.93,-118.25
0.9298,36,3.676161919,2664,33.93,-118.25
1.1346,42,3.592105263,899,33.93,-118.25
2,37,3.729613734,1040,33.94,-118.24
2.0769,34,5.527777778,673,33.94,-118.24
1.5132,37,4.141129032,824,33.93,-118.24
1.0625,32,3.557077626,861,33.93,-118.24
0.9705,42,3.8,411,33.94,-118.24
1.7212,39,4.58490566,1211,33.94,-118.24
2.0187,39,4.876068376,1313,33.94,-118.23
2.1607,35,4.144486692,1339,33.94,-118.23
2.3333,36,3.675496689,1417,33.94,-118.23
1.2679,30,4.607843137,1071,33.94,-118.24
1.3,36,4.245762712,487,33.93,-118.23
0.8478,39,3.859813084,2015,33.93,-118.23
0.8984,32,4.201581028,992,33.93,-118.24
8.2816,29,6.715625,2184,34.12,-118.39
15.0001,32,8.00286944,1567,34.11,-118.4
12.3767,27,7.737037037,654,34.12,-118.42
12.7296,27,7.99260355,3511,34.11,-118.43
7.9835,27,8.187817259,497,34.09,-118.43
9.7449,20,7.095962938,3731,34.12,-118.45
15.0001,36,9.368263473,862,34.09,-118.44
15.0001,46,8.365591398,238,34.08,-118.43
7.1576,52,10.34482759,384,34.08,-118.45
11.8442,31,8.385678392,2092,34.1,-118.45
7.8426,35,6.708677686,1065,34.08,-118.46
11.1978,32,7.27034358,2768,34.1,-118.47
13.2935,27,7.607142857,2336,34.11,-118.49
10.7937,29,7.471786834,1500,34.07,-118.48
8.5153,40,6.407265774,1564,34.07,-118.48
12.8665,37,7.457564576,1318,34.07,-118.48
15.0001,42,9.229032258,829,34.06,-118.49
13.5728,36,8.321022727,1054,34.07,-118.49
13.947,29,8.494816211,2919,34.11,-118.51
15,39,9.29375,414,34.05,-118.5
8.1888,37,7.235138705,1925,34.09,-118.53
4.825,45,5.832797428,709,34.05,-118.52
6.5147,47,5.838235294,819,34.04,-118.52
11.2866,14,7.27189781,2926,34.09,-118.57
8.565,33,6.442965779,2540,34.05,-118.54
8.8619,41,6.123966942,617,34.04,-118.55
8.2934,34,7.006688963,662,34.03,-118.56
7.3031,24,7.175384615,761,34.06,-118.56
11.4233,21,7.13878327,1493,34.06,-118.54
6.0307,35,5.263921114,3646,34.03,-118.55
10.8082,42,7.410447761,368,34.04,-118.52
13.6842,43,8.46484375,761,34.04,-118.52
9.1078,45,6.555555556,735,34.04,-118.53
7.0318,40,6.541353383,1551,34.03,-118.53
15.0001,36,7.549090909,1461,34.05,-118.5
7.9096,39,6.348780488,928,33.99,-118.55
10.1882,38,7.40188383,1660,34.04,-118.51
7.6447,45,7.432748538,419,34.06,-118.47
9.4664,45,7.593984962,916,34.06,-118.47
9.5221,48,7.021317829,1282,34.05,-118.48
15.0001,42,8.5625,632,34.05,-118.49
4.801,26,3.981234867,2937,34.06,-118.47
4.2554,20,3.778085992,2202,34.06,-118.46
3.5909,25,4.055806938,1229,34.05,-118.47
3.7721,25,4.008849558,1719,34.05,-118.46
4.6197,21,3.701932859,1489,34.05,-118.46
4.7009,22,4.652096343,2048,34.05,-118.47
4.175,27,4.574844075,1725,34.05,-118.47
6.7496,36,5.411616162,751,34.05,-118.48
7.0285,45,6.440191388,415,34.05,-118.49
15.0001,46,9.203947368,410,34.08,-118.42
10.3467,34,7.296127563,949,34.07,-118.43
7.7382,38,5.482293423,1251,34.07,-118.43
7.1674,26,5.307807808,1322,34.07,-118.44
8.9565,35,6.665540541,1257,34.07,-118.44
5.5,28,4.509803922,1763,34.06,-118.44
2.0511,21,3.258928571,965,34.07,-118.44
2.2857,14,2.441314554,282,34.06,-118.44
1.3125,13,3.42172524,3806,34.07,-118.45
1.583,19,3.148148148,3751,34.07,-118.45
2.2444,20,2.977011494,2667,34.06,-118.45
7.0674,46,5.761061947,482,34.06,-118.46
6.7703,43,6.16953317,808,34.07,-118.46
14.2867,49,7.603773585,850,34.07,-118.46
9.2225,42,6.193236715,913,34.07,-118.46
3.2545,9,3.51862069,2609,34.06,-118.44
4.4674,18,4.613899614,1886,34.05,-118.44
4.7109,32,4.508393285,798,34.05,-118.44
5.7097,15,4.357142857,2269,34.05,-118.44
7.2675,11,6.876889849,911,34.06,-118.43
5.3777,41,5.479400749,601,34.06,-118.43
5.2555,22,4.825198638,1581,34.05,-118.43
6.2389,13,5.988847584,1649,34.06,-118.44
6.1527,40,5.472014925,1077,34.06,-118.42
7.4219,31,4.806569343,523,34.06,-118.43
4.1908,38,5.213286713,1122,34.06,-118.43
5.1999,20,4.935622318,1675,34.06,-118.43
10.8045,44,5.494845361,291,34.06,-118.42
6.871,52,5.859813084,640,34.06,-118.42
4.8304,38,5.216648879,1698,34.05,-118.42
6.7115,52,5.550819672,727,34.05,-118.43
3.9673,24,4.291153415,1613,34.05,-118.43
4.1141,20,4.158852344,2492,34.05,-118.44
4.8618,22,5.018963338,1588,34.05,-118.44
5.8587,52,5.88592233,962,34.04,-118.43
2.1875,28,1.972906404,936,34.05,-118.45
3.6673,22,3.530851064,1848,34.04,-118.45
2.7679,23,3.038678485,2031,34.04,-118.45
2.6509,25,3.742950108,3136,34.05,-118.46
3.7549,23,3.368118324,2103,34.05,-118.45
3.2663,19,3.604912999,1820,34.04,-118.46
3.5335,21,3.55,2719,34.04,-118.47
3.0173,19,3.639344262,1837,34.04,-118.45
3.0069,25,3.064377682,1390,34.04,-118.46
3.6976,25,3.530612245,1558,34.04,-118.46
3.1235,17,3.600263852,1404,34.04,-118.46
3.287,31,3.894502229,1632,34.04,-118.46
3.9489,21,4.753794266,1435,34.04,-118.45
2.6528,45,4.154285714,520,34.03,-118.45
3.7813,39,4.564738292,931,34.03,-118.45
2.1875,49,4.571428571,14,34.04,-118.44
0.536,16,4.5,3,34.04,-118.44
3.0714,31,4.231378764,1535,34.04,-118.44
5.2954,52,5.804560261,735,34.04,-118.43
4.925,46,5.523809524,639,34.04,-118.42
4.5833,42,5.281007752,1115,34.04,-118.43
5.8758,16,5.122696156,3026,34.05,-118.41
5.0151,33,4.804276316,1124,34.05,-118.42
7.8164,52,6.562176166,981,34.05,-118.42
5.0762,26,5.556521739,1518,34.05,-118.4
9.272,40,7.372340426,720,34.04,-118.4
12.8483,42,6.831578947,420,34.04,-118.4
8.1484,36,6.80669145,871,34.03,-118.4
3.7277,33,4.76584022,994,34.03,-118.41
8.0239,49,5.669811321,228,34.04,-118.41
4.0283,35,4.436823105,1047,34.05,-118.39
5.222,42,5.847457627,1253,34.05,-118.39
3.6953,34,4.891203704,859,34.05,-118.4
4.0153,25,4.276595745,1139,34.05,-118.39
10.9805,52,7.658634538,681,34.04,-118.41
11.1768,52,6.4617737,800,34.04,-118.41
5.1637,36,5.291161179,1234,34.03,-118.41
6.626,51,5.532212885,771,34.04,-118.42
5.6454,52,5.086142322,574,34.04,-118.42
7.3028,45,6.849180328,834,34.04,-118.39
5.5951,44,6.618374558,635,34.04,-118.39
8.5938,43,7.559686888,1398,34.04,-118.4
10.4519,43,6.899328859,394,34.05,-118.4
6.6368,42,7.191176471,577,34.05,-118.39
2.2961,35,4.119705341,1794,34.04,-118.38
2.7226,31,4.235119048,2120,34.04,-118.38
6.2895,45,6.5,254,34.04,-118.38
2.0437,36,3.964379947,2054,34.04,-118.38
3.4063,39,4.726943942,1665,34.04,-118.38
4.125,41,3.366666667,85,34.04,-118.39
4.7386,52,5.162629758,666,34.04,-118.39
3.9038,49,4.572490706,669,34.04,-118.39
3.2228,28,3.58004158,1161,34.03,-118.39
3.0574,25,3.765864333,1890,34.03,-118.39
3.2222,24,3.836236934,491,34.03,-118.4
6.5669,43,5.055276382,520,34.03,-118.4
2.8418,26,3.5008,2435,34.03,-118.41
3.116,19,3.403451493,3870,34.02,-118.4
2.4135,27,2.25877193,397,34.02,-118.4
3.1642,24,3.235396687,1764,34.03,-118.41
3.5022,24,3.771676301,1322,34.02,-118.41
3.0965,16,3.324771689,3390,34.02,-118.41
3.1415,19,3.318077803,746,34.03,-118.39
3.4058,13,3.334417344,3397,34.03,-118.4
2.9344,36,3.986717268,1756,34.03,-118.38
3.7206,39,3.691891892,1237,34.03,-118.39
3.1827,43,5.51552795,514,34.04,-118.37
2.767,42,4.735602094,1094,34.04,-118.37
2.6402,43,3.707317073,705,34.03,-118.38
2.25,25,4.13740458,442,34.04,-118.37
4.0781,43,5.051724138,727,34.04,-118.37
5.0866,45,5.71040724,637,34.03,-118.42
5.2099,45,5.68627451,788,34.03,-118.43
3.2308,39,4.478036176,855,34.03,-118.43
3.1875,26,3.92183908,894,34.03,-118.43
3.3542,44,5.721518987,358,34.03,-118.42
3.2396,25,3.50170068,1349,34.03,-118.44
3.6467,36,4.409090909,867,34.03,-118.43
3.625,37,5.325892857,488,34.03,-118.44
4.2434,37,4.826732673,489,34.03,-118.44
3.125,30,3.791970803,606,34.03,-118.44
3.3482,41,4.078947368,711,34.03,-118.45
4.0231,41,4.330561331,993,34.03,-118.45
4.2411,41,4.637450199,561,34.03,-118.44
6.2583,37,4.959501558,783,34.02,-118.44
4.5795,43,5.866666667,651,34.01,-118.44
5.1708,41,5.74122807,534,34.01,-118.44
5.8666,37,5.824561404,626,34.01,-118.45
6.3516,40,5.943231441,559,34.01,-118.45
6.4755,36,5.81294964,1123,34.01,-118.45
4.0429,32,4.863340564,921,34.02,-118.44
5.3403,43,6.020242915,675,34.01,-118.43
6.2917,39,5.31280389,1321,34.02,-118.44
3.9091,38,5.902173913,830,34.02,-118.43
8.1631,42,6.314049587,634,34.02,-118.43
4.3906,41,4.675097276,1001,34.02,-118.43
4.5278,44,4.032051282,326,34.03,-118.42
3.6019,20,3.691139241,2165,34.03,-118.41
3.6488,21,4.153649168,1423,34.02,-118.42
4.9676,34,5.430992736,973,34.02,-118.42
3.1941,28,4.762406015,1248,34.02,-118.42
2.2402,34,3.162618796,2626,34.02,-118.42
3.3462,34,3.950276243,805,34.02,-118.41
3.1746,22,3.665924276,1655,34.02,-118.42
3.4269,26,3.376425856,1745,34.02,-118.42
3.725,35,4.114285714,1161,34.02,-118.41
3.3955,19,3.524737631,2636,34.02,-118.41
3.0833,27,3.5584,1594,34.02,-118.41
4.7083,33,5.354901961,1280,34.01,-118.42
3.5667,32,4.180064309,703,34.01,-118.42
2.697,27,3.126746507,2242,34.01,-118.43
6.4232,41,5.357894737,746,34.01,-118.43
4.7009,31,5.011904762,1046,34.01,-118.43
6.0804,42,5.244274809,907,34.01,-118.44
2.599,44,4.287390029,821,34,-118.44
4.75,44,5.72611465,835,34,-118.44
4.7,39,5.533333333,867,34,-118.45
3.875,40,4.138263666,806,34,-118.44
3.3995,30,3.842576029,1341,34,-118.43
3.1579,22,3.67318612,3335,34,-118.44
4.1083,41,4.244565217,874,34,-118.44
3.099,42,4.403314917,952,34.01,-118.42
3.6611,29,4.445434298,960,34.01,-118.42
3.9798,31,4.707317073,1002,34,-118.42
2.7058,28,3.37630854,3586,34,-118.43
5.6428,43,4.980582524,266,34.01,-118.46
2.918,39,3.891737892,2054,34,-118.46
5.1664,37,4.619047619,248,34,-118.46
4.7344,36,5.63562753,679,34,-118.46
4.2813,39,4.647058824,347,34.01,-118.46
2.7143,38,3.284574468,891,34,-118.47
2.288,41,4.340782123,1839,34,-118.47
2.3542,39,3.86163522,538,34,-118.46
2.8417,34,3.564638783,1491,33.99,-118.47
2.6042,37,3.508819539,1801,34,-118.47
2.0714,31,3.975757576,1178,33.99,-118.47
2.5938,41,4.244444444,833,33.99,-118.47
2.1471,33,4.313131313,645,33.99,-118.47
2.3417,40,3.238500852,865,33.98,-118.51
2.5523,46,3.761016949,1107,33.99,-118.48
3.015,50,3.280334728,764,33.99,-118.47
3.0682,52,3.732843137,636,33.99,-118.47
2.8514,52,3.801754386,1095,33.99,-118.47
3.4071,37,3.383045526,1082,33.99,-118.47
2.975,24,3.456730769,665,33.99,-118.47
2.2643,52,2.265175719,388,33.97,-118.5
4.1861,52,4.173553719,573,33.99,-118.45
3.5234,52,4.577075099,528,33.99,-118.46
4.0598,44,4.3828125,531,33.99,-118.46
3.6458,44,4.567961165,493,34,-118.46
3.875,52,4.577319588,376,34,-118.46
4.45,46,5.320359281,896,34,-118.45
3.962,43,4.536723164,862,34,-118.45
4.575,48,4.441108545,1142,34,-118.45
2.9722,33,4.382889201,1720,33.99,-118.45
3.1607,52,4.313679245,779,33.99,-118.45
3.1992,41,3.302238806,562,33.99,-118.46
4.337,37,4.035320088,1075,33.99,-118.46
5.2121,32,4.294964029,1009,33.98,-118.46
4.0156,35,4.581132075,478,33.99,-118.46
3.8935,27,4.840611354,806,33.98,-118.46
5.128,29,3.932471264,1157,33.97,-118.5
4.5673,45,4.287878788,654,33.99,-118.45
6.0672,26,5.172506739,953,33.99,-118.45
3.8068,19,3.800904977,964,33.98,-118.46
3.8698,19,4.386243386,648,33.97,-118.46
6.1726,18,4.707938093,3408,33.97,-118.46
10,19,5.505592841,777,33.97,-118.46
12.0088,16,6.006711409,237,33.96,-118.48
5.8083,10,5.694029851,705,34,-118.4
2.8393,35,4.301886792,381,34,-118.41
3.191,30,4.034090909,3738,34,-118.41
2.9338,18,2.86622807,884,34,-118.41
3.1603,14,3.855828221,2355,34,-118.42
3.725,35,3.443319838,1428,33.99,-118.42
4.3281,35,4.823655914,1135,33.99,-118.43
7.5426,19,5.412223667,2927,33.98,-118.43
2.6667,45,4.575903614,1260,33.99,-118.43
4.0189,43,5.036511156,1212,33.99,-118.43
